SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,January-22-2018,Condo/Co-op,1111 24th St NW Unit 10-D,Washington,DC,20037,2097254,2,2.0,WASHINGTON,1602,,2016,439,1309,1673,Sold,,,http://www.redfin.com/DC/Washington/1111-24th-St-NW-20037/unit-10-D/home/109415163,BRIGHT MLS,1000186349,N,Y,38.9041312,-77.0511178
PAST SALE,February-20-2018,Condo/Co-op,1111 25th St NW #717,Washington,DC,20037,839999,2,2.0,WASHINGTON,1106,,2005,410,759,759,Sold,,,http://www.redfin.com/DC/Washington/1111-25th-St-NW-20037/unit-717/home/10346585,BRIGHT MLS,1004398355,N,Y,38.9045599,-77.0531137
PAST SALE,April-16-2018,Condo/Co-op,1511 22nd St NW #34,Washington,DC,20037,415000,1,1.0,WASHINGTON,678,,1917,355,612,314,Sold,,,http://www.redfin.com/DC/Washington/1511-22nd-St-NW-20037/unit-34/home/9051116,BRIGHT MLS,1000269542,N,Y,38.9099846,-77.0486137
PAST SALE,February-16-2018,Condo/Co-op,2516 Q St NW Unit Q301,Washington,DC,20007,1400000,2,2.5,WASHINGTON,1677,,1922,414,835,1073,Sold,,,http://www.redfin.com/DC/Washington/2516-Q-St-NW-20007/unit-Q301/home/21644609,BRIGHT MLS,1000990753,N,Y,38.9100706,-77.0539167
PAST SALE,May-25-2018,Townhouse,2511 P St NW,Washington,DC,20007,1800000,4,4.5,WASHINGTON,2016,3228,1951,316,893,,Sold,,,http://www.redfin.com/DC/Washington/2511-P-St-NW-20007/home/9928573,BRIGHT MLS,1000361190,N,Y,38.909589,-77.0539616
PAST SALE,August-15-2018,Condo/Co-op,1177 22nd St NW Unit 4E,Washington,DC,20037,1029900,2,2.0,WASHINGTON,1138,,2008,234,905,1373,Sold,,,http://www.redfin.com/DC/Washington/1177-22nd-St-NW-20037/unit-4E/home/21645524,BRIGHT MLS,1001511322,N,Y,38.9048618,-77.0482951
PAST SALE,August-20-2018,Condo/Co-op,1099 22nd St NW #606,Washington,DC,20037,803000,2,2.5,WASHINGTON,1372,,1985,229,585,1013,Sold,,,http://www.redfin.com/DC/Washington/1099-22nd-St-NW-20037/unit-606/home/145719249,BRIGHT MLS,1001650712,N,Y,38.9033953,-77.0485658
PAST SALE,June-6-2018,Condo/Co-op,2201 L St NW Unit G14,Washington,DC,20037,38200,0,1.0,WASHINGTON,,,1964,304,,18,Sold,,,http://www.redfin.com/DC/Washington/2201-L-St-NW-20037/unit-G14/home/145273124,BRIGHT MLS,1000340270,N,Y,38.9039683,-77.0493854
PAST SALE,December-7-2017,Condo/Co-op,1177 22nd St NW Unit 4A,Washington,DC,20037,1500000,2,2.0,WASHINGTON,1445,,2008,485,1038,1743,Sold,,,http://www.redfin.com/DC/Washington/1177-22nd-St-NW-20037/unit-4A/home/23066963,BRIGHT MLS,1001724791,N,Y,38.9048618,-77.0482951
PAST SALE,August-13-2018,Condo/Co-op,2501 M St NW #308,Washington,DC,20037,2170000,2,2.5,WASHINGTON,1842,,2017,236,1178,1180,Sold,,,http://www.redfin.com/DC/Washington/2501-M-St-NW-20037/unit-308/home/143983644,BRIGHT MLS,1001777293,N,Y,38.9055094,-77.053806
PAST SALE,November-14-2017,Condo/Co-op,1111 25th St NW #606,Washington,DC,20037,840000,2,2.0,WASHINGTON,1183,,2005,508,710,725,Sold,,,http://www.redfin.com/DC/Washington/1111-25th-St-NW-20037/unit-606/home/10346542,BRIGHT MLS,1001016157,N,Y,38.9045599,-77.0531137
PAST SALE,,Townhouse,2508 East Pl NW,Washington,DC,20007,1662500,3,1.5,,1154,1800,1952,,1441,,,,,http://www.redfin.com/DC/Washington/2508-East-Pl-NW-20007/home/9928524,,,N,Y,38.909966,-77.054208
PAST SALE,February-3-2018,Single Family Residential,2030 Hillyer Pl NW,Washington,DC,20009,4100000,7,7.5,WASHINGTON,8200,3600,1897,427,500,,Sold,,,http://www.redfin.com/DC/Washington/2030-Hillyer-Pl-NW-20009/home/9056067,BRIGHT MLS,1000122791,N,Y,38.9117203,-77.046237
PAST SALE,September-29-2017,Condo/Co-op,2201 L St NW #117,Washington,DC,20037,295000,0,1.0,WASHINGTON,500,,1967,554,590,400,Sold,,,http://www.redfin.com/DC/Washington/2201-L-St-NW-20037/unit-117/home/9049775,BRIGHT MLS,1000186969,N,Y,38.9039683,-77.0493854
PAST SALE,November-20-2017,Condo/Co-op,1111 24th St NW #56,Washington,DC,20037,2814745,2,2.0,WASHINGTON,2415,,2017,502,1166,2535,Sold,,,http://www.redfin.com/DC/Washington/1111-24th-St-NW-20037/unit-56/home/144575170,BRIGHT MLS,1004372419,N,Y,38.9041312,-77.0511178
PAST SALE,June-3-2018,Condo/Co-op,1001 26th St NW #506,Washington,DC,20037,505000,2,1.0,WASHINGTON,808,,1978,307,625,500,Sold,,,http://www.redfin.com/DC/Washington/1001-26th-St-NW-20037/unit-506/home/146167103,BRIGHT MLS,1000389336,N,Y,38.9029371,-77.0545216
PAST SALE,July-12-2018,Condo/Co-op,2301 N St NW #511,Washington,DC,20037,620000,2,2.0,WASHINGTON,950,,1991,268,653,878,Sold,,,http://www.redfin.com/DC/Washington/2301-N-St-NW-20037/unit-511/home/9047471,BRIGHT MLS,1000320278,N,Y,38.9073871,-77.05009
PAST SALE,March-22-2018,Condo/Co-op,2501 Pennsylvania Ave NW Unit 2A,Washington,DC,20037,2200000,2,2.5,WASHINGTON,2732,,2009,380,805,2690,Sold,,,http://www.redfin.com/DC/Washington/2501-Pennsylvania-Ave-NW-20037/unit-2A/home/28495878,BRIGHT MLS,1004410079,N,Y,38.9040089,-77.0537602
PAST SALE,June-25-2018,Townhouse,2613 Dumbarton St NW,Washington,DC,20007,5250000,4,5.5,WASHINGTON,4090,7200,1830,285,1284,,Sold,,,http://www.redfin.com/DC/Washington/2613-Dumbarton-St-NW-20007/home/9926956,BRIGHT MLS,1001491052,N,Y,38.9078633,-77.0552995
PAST SALE,May-31-2018,Condo/Co-op,2600 Pennsylvania Ave NW #702,Washington,DC,20037,907000,2,2.0,WASHINGTON,1126,,2001,310,806,975,Sold,,,http://www.redfin.com/DC/Washington/2600-Pennsylvania-Ave-NW-20037/unit-702/home/82058788,BRIGHT MLS,1000346834,N,Y,38.9039969,-77.0547827
PAST SALE,March-5-2018,Condo/Co-op,2501 M St NW #504,WASHINGTON,DC,20037,1276800,2,2.0,WASHINGTON,1284,,2017,397,994,721,Sold,,,http://www.redfin.com/DC/Washington/2501-M-St-NW-20037/unit-504/home/145232331,BRIGHT MLS,1000306220,N,Y,38.905507,-77.0537929
PAST SALE,December-18-2017,Condo/Co-op,1140 23rd St NW #508,Washington,DC,20037,370000,1,1.0,WASHINGTON,653,,1981,474,567,504,Sold,,,http://www.redfin.com/DC/Washington/1140-23rd-St-NW-20037/unit-508/home/9048172,BRIGHT MLS,1000125303,N,Y,38.9043473,-77.0502824
PAST SALE,June-15-2018,Condo/Co-op,2500 Q St NW #722,Washington,DC,20007,375000,1,1.0,WASHINGTON,696,,1942,295,539,686,Sold,,,http://www.redfin.com/DC/Washington/2500-Q-St-NW-20007/unit-722/home/9929440,BRIGHT MLS,1001542254,N,Y,38.9104655,-77.0524133
PAST SALE,January-19-2018,Condo/Co-op,2425 L St NW #528,Washington,DC,20037,737500,2,1.0,WASHINGTON,931,,2006,442,792,865,Sold,,,http://www.redfin.com/DC/Washington/2425-L-St-NW-20037/unit-000528/home/11745812,BRIGHT MLS,1001413417,N,Y,38.904343,-77.0523268
PAST SALE,,Unknown,2501 M St NW Unit 309,Washington,DC,20037,770000,,,,,,,,,,,,,http://www.redfin.com/DC/Washington/2501-M-St-NW-20037/unit-309/home/145029444,,,N,Y,38.905507,-77.0537929
PAST SALE,June-21-2018,Condo/Co-op,1111 23rd St NW Unit 3G,Washington,DC,20037,890000,2,2.0,West End,1115,,2000,289,798,1695,Sold,,,http://www.redfin.com/DC/Washington/3-Washington-Cir-NW-20037/unit-3G/home/10182888,MRIS,DC10226829,N,Y,38.903287,-77.0504648
PAST SALE,November-5-2018,Condo/Co-op,2425 L St NW #520,Washington,DC,20037,594000,1,1.0,WASHINGTON,810,,2006,152,733,748,Sold,,,http://www.redfin.com/DC/Washington/2425-L-St-NW-20037/unit-000520/home/11745807,BRIGHT MLS,1001808582,N,Y,38.904343,-77.0523268
PAST SALE,,Condo/Co-op,2425 L St NW Apt 218,Washington,DC,20037,615000,1,1.0,,850,,2006,,724,,,,,http://www.redfin.com/DC/Washington/2425-L-St-NW-20037/unit-218/home/11745764,,,N,Y,38.9041571,-77.0523302
PAST SALE,April-6-2018,Condo/Co-op,1260 21st St NW #1008,Washington,DC,20036,350000,1,1.0,WASHINGTON,676,,1966,365,518,938,Sold,,,http://www.redfin.com/DC/Washington/1260-21st-St-NW-20036/unit-1008/home/9052281,BRIGHT MLS,1000217514,N,Y,38.9064424,-77.0468062
PAST SALE,June-14-2017,Condo/Co-op,1111 23rd St NW Unit S2D,Washington,DC,20037,1310000,2,2.5,WASHINGTON,1760,,2000,661,744,2641,Sold,,,http://www.redfin.com/DC/Washington/1111-23rd-St-NW-20037/unit-S2D/home/145737204,BRIGHT MLS,1001388101,N,Y,38.9045083,-77.0490526
PAST SALE,August-4-2017,Townhouse,2707 Dumbarton St NW,Washington,DC,20007,1575000,4,3.0,WASHINGTON,2019,2363,1830,610,780,,Sold,,,http://www.redfin.com/DC/Washington/2707-Dumbarton-St-NW-20007/home/9926963,BRIGHT MLS,1001393219,N,Y,38.9078439,-77.056199
PAST SALE,July-10-2017,Condo/Co-op,1177 22nd St NW Unit 1E,Washington,DC,20037,1200000,2,2.5,WASHINGTON,1596,,2008,635,752,1925,Sold,,,http://www.redfin.com/DC/Washington/1177-22nd-St-NW-20037/unit-1E/home/21645351,BRIGHT MLS,1001389657,N,Y,38.9048618,-77.0482951
PAST SALE,June-19-2017,Condo/Co-op,1275 25th St NW #702,Washington,DC,20037,609000,2,1.0,WASHINGTON,814,,1990,656,748,376,Sold,,,http://www.redfin.com/DC/Washington/1275-25th-St-NW-20037/unit-702/home/9043420,BRIGHT MLS,1001393357,N,Y,38.9066493,-77.0531137
PAST SALE,April-10-2017,Condo/Co-op,1155 23rd St NW Unit 5L,Washington,DC,20037,980000,2,2.0,WASHINGTON,1324,,2000,726,740,1890,Sold,,,http://www.redfin.com/DC/Washington/1155-23rd-St-NW-20037/unit-5L/home/17033363,BRIGHT MLS,1001373457,N,Y,38.9048068,-77.0497606
PAST SALE,July-14-2017,Condo/Co-op,1111 25th St NW #408,Washington,DC,20037,669000,1,2.0,WASHINGTON,1040,,2005,631,643,638,Sold,,,http://www.redfin.com/DC/Washington/1111-25th-St-NW-20037/unit-408/home/10346492,BRIGHT MLS,1003356633,N,Y,38.9045599,-77.0531137
PAST SALE,May-17-2017,Condo/Co-op,2425 L St NW #114,Washington,DC,20037,1275000,2,2.0,WASHINGTON,1512,,2006,689,843,1385,Sold,,,http://www.redfin.com/DC/Washington/2425-L-St-NW-20037/unit-000114/home/11745756,BRIGHT MLS,1001383807,N,Y,38.904343,-77.0523268
PAST SALE,August-21-2017,Townhouse,2455 P St NW,Washington,DC,20007,2445000,4,3.5,WASHINGTON,2880,3093,1900,593,849,,Sold,,,http://www.redfin.com/DC/Washington/2455-P-St-NW-20007/home/9928551,BRIGHT MLS,1001393537,N,Y,38.9097276,-77.0533207
PAST SALE,June-21-2017,Condo/Co-op,1111 25th St NW #822,Washington,DC,20037,575000,2,1.0,WASHINGTON,739,,2005,654,778,520,Sold,,,http://www.redfin.com/DC/Washington/1111-25th-St-NW-20037/unit-822/home/10346610,BRIGHT MLS,1001390475,N,Y,38.9045599,-77.0531137
PAST SALE,May-25-2017,Condo/Co-op,1155 23rd St NW Ph 3M,Washington,DC,20037,1800000,2,2.5,WASHINGTON,2099,800,2000,681,858,3213,Sold,,,http://www.redfin.com/DC/Washington/1155-23rd-St-NW-20037/unit-3M/home/10182755,BRIGHT MLS,1001386071,N,Y,38.9048068,-77.0497606
PAST SALE,May-8-2017,Townhouse,1323 21st St NW,Washington,DC,20036,2300000,5,4.5,WASHINGTON,4310,3103,1921,698,534,,Sold,,,http://www.redfin.com/DC/Washington/1323-21st-St-NW-20036/home/12534366,BRIGHT MLS,1001386337,N,Y,38.907976,-77.0463045
PAST SALE,August-1-2017,Townhouse,2445 P St NW,Washington,DC,20007,2100000,4,3.5,WASHINGTON,2571,2547,1889,613,817,,Sold,,,http://www.redfin.com/DC/Washington/2445-P-St-NW-20007/home/9928555,BRIGHT MLS,1001394159,N,Y,38.9097374,-77.0530508
PAST SALE,May-1-2017,Condo/Co-op,1155 23rd St NW Unit 5A,Washington,DC,20037,2362500,3,3.5,WASHINGTON,2845,,2000,705,830,4125,Sold,,,http://www.redfin.com/DC/Washington/1155-23rd-St-NW-20037/unit-5A/home/113217805,BRIGHT MLS,1001385175,N,Y,38.9048068,-77.0497606
PAST SALE,June-9-2017,Condo/Co-op,2201 L St NW #118,Washington,DC,20037,324000,0,1.0,WASHINGTON,510,,1967,666,635,420,Sold,,,http://www.redfin.com/DC/Washington/2201-L-St-NW-20037/unit-118/home/9049778,BRIGHT MLS,1003374277,N,Y,38.9038969,-77.0488783
PAST SALE,July-24-2017,Condo/Co-op,2201 L St NW #712,Washington,DC,20037,289900,0,1.0,WASHINGTON,475,,1974,621,610,378,Sold,,,http://www.redfin.com/DC/Washington/2201-L-St-NW-20037/unit-712/home/9049671,BRIGHT MLS,1001395029,N,Y,38.9038969,-77.0488783
PAST SALE,July-27-2017,Condo/Co-op,1155 23rd St NW Unit 6A,Washington,DC,20037,2675000,2,3.5,WASHINGTON,2850,,2000,618,939,3318,Sold,,,http://www.redfin.com/DC/Washington/1155-23rd-St-NW-20037/unit-6A/home/10182567,BRIGHT MLS,1001396065,N,Y,38.9048068,-77.0497606
PAST SALE,May-22-2017,Condo/Co-op,2201 L St NW #418,Washington,DC,20037,295000,0,1.0,WASHINGTON,514,,1967,684,574,400,Sold,,,http://www.redfin.com/DC/Washington/2201-L-St-NW-20037/unit-418/home/9050012,BRIGHT MLS,1001388469,N,Y,38.9038969,-77.0488783
PAST SALE,July-21-2017,Condo/Co-op,1155 23rd St NW Unit 6F,Washington,DC,20037,799900,1,2.0,WASHINGTON,978,,2000,624,818,1405,Sold,,,http://www.redfin.com/DC/Washington/1155-23rd-St-NW-20037/unit-6F/home/113215040,BRIGHT MLS,1001385305,N,Y,38.9048068,-77.0497606
PAST SALE,August-14-2017,Condo/Co-op,1155 23rd St NW Unit 3-M,Washington,DC,20037,810000,1,2.0,WASHINGTON,1094,,2000,600,740,1541,Sold,,,http://www.redfin.com/DC/Washington/1155-23rd-St-NW-20037/unit-3M/home/112981063,BRIGHT MLS,1001393863,N,Y,38.9048068,-77.0497606
PAST SALE,,Condo/Co-op,1155 23rd St NW Apt 3M,Washington,DC,20037,810000,1,2.0,,1094,,2000,,740,,,,,http://www.redfin.com/DC/Washington/1155-23rd-St-NW-20037/unit-3M/home/10182738,,,N,Y,38.9048068,-77.0497606
PAST SALE,,Condo/Co-op,1155 23rd St NW Apt 6F,Washington,DC,20037,799999,1,2.0,,978,,2000,,818,,,,,http://www.redfin.com/DC/Washington/1155-23rd-St-NW-20037/unit-6F/home/10182663,,,N,Y,38.9048068,-77.0497606
PAST SALE,,Condo/Co-op,1155 23rd St NW Apt 6C,Washington,DC,20037,1360000,2,2.5,,1859,,2000,,732,,,,,http://www.redfin.com/DC/Washington/1155-23rd-St-NW-20037/unit-6C/home/10182610,,,N,Y,38.9048068,-77.0497606
PAST SALE,,Condo/Co-op,1111 23rd St NW Apt 2D,Washington,DC,20037,1310000,2,2.5,,1760,,2000,,744,,,,,http://www.redfin.com/DC/Washington/1111-23rd-St-NW-20037/unit-2D/home/10182828,,,N,Y,38.9045083,-77.0490526
PAST SALE,June-15-2017,Condo/Co-op,1099 22nd St NW #1009,Washington,DC,20037,805000,2,2.5,WASHINGTON,1404,,1985,660,573,983,Sold,,,http://www.redfin.com/DC/Washington/1099-22nd-St-NW-20037/unit-1009/home/9054068,BRIGHT MLS,1001387247,N,Y,38.9037228,-77.0486954
PAST SALE,May-1-2017,Condo/Co-op,1155 23rd St NW Unit 5E,Washington,DC,20037,2350000,2,3.0,WASHINGTON,3096,,2000,705,759,4655,Sold,,,http://www.redfin.com/DC/Washington/1155-23rd-St-NW-20037/unit-5E/home/77426370,BRIGHT MLS,1003951511,N,Y,38.9048068,-77.0497606
PAST SALE,June-14-2017,Condo/Co-op,3 Washington Cir NW #107,Washington,DC,20037,345000,1,1.5,WASHINGTON,750,,1909,661,460,766,Sold,,,http://www.redfin.com/DC/Washington/3-Washington-Cir-NW-20037/unit-107/home/9048425,BRIGHT MLS,1001385529,N,Y,38.9028297,-77.0508464
PAST SALE,July-28-2017,Condo/Co-op,1121 24th St NW #305,Washington,DC,20037,495000,2,1.0,WASHINGTON,647,,1940,617,765,348,Sold,,,http://www.redfin.com/DC/Washington/1121-24th-St-NW-20037/unit-305/home/21645361,BRIGHT MLS,1001393227,N,Y,38.9043982,-77.0510379
PAST SALE,April-18-2017,Condo/Co-op,2301 N St NW #501,Washington,DC,20037,668000,2,2.0,WASHINGTON,878,,1991,718,761,846,Sold,,,http://www.redfin.com/DC/Washington/2301-N-St-NW-20037/unit-501/home/9047427,BRIGHT MLS,1002360534,N,Y,38.9073871,-77.05009
PAST SALE,August-10-2017,Condo/Co-op,2500 Q St NW #111,Washington,DC,20007,424000,1,1.0,WASHINGTON,1014,,1942,604,418,821,Sold,,,http://www.redfin.com/DC/Washington/2500-Q-St-NW-20007/unit-111/home/9928697,BRIGHT MLS,1001390223,N,Y,38.9104655,-77.0524133
PAST SALE,December-22-2017,Condo/Co-op,1111 24TH St NW #78,WASHINGTON,DC,20037,806000,1,1.0,WASHINGTON,750,,2017,470,1075,787,Sold,,,http://www.redfin.com/DC/Washington/1111-24th-St-NW-20037/unit-78/home/144575171,BRIGHT MLS,1004372423,N,Y,38.9041312,-77.0511178
PAST SALE,December-18-2017,Condo/Co-op,1111 24th St NW #25,Washington,DC,20037,2669500,3,3.0,WASHINGTON,2338,,2016,474,1142,2409,Sold,,,http://www.redfin.com/DC/Washington/1111-24th-St-NW-20037/unit-25/home/144575169,BRIGHT MLS,1004372403,N,Y,38.9041312,-77.0511178
PAST SALE,September-12-2017,Condo/Co-op,1301 20th St NW #517,Washington,DC,20036,282000,0,1.0,WASHINGTON,502,,1973,571,562,527,Sold,,,http://www.redfin.com/DC/Washington/1301-20th-St-NW-20036/unit-517/home/9060215,BRIGHT MLS,1001396201,N,Y,38.9072399,-77.0447037
PAST SALE,June-9-2017,Townhouse,1526 26th St NW,Washington,DC,20007,745000,1,1.0,WASHINGTON,624,743,1900,666,1194,,Sold,,,http://www.redfin.com/DC/Washington/1526-26th-St-NW-20007/home/9929611,BRIGHT MLS,1001388893,N,Y,38.9100387,-77.0549285
PAST SALE,November-30-2017,Condo/Co-op,1330 New Hampshire Ave NW #220,Washington,DC,20036,268000,0,1.0,WASHINGTON,504,,1963,492,532,435,Sold,,,http://www.redfin.com/DC/Washington/1330-New-Hampshire-Ave-NW-20036/unit-220/home/9056753,BRIGHT MLS,1000124681,N,Y,38.9081797,-77.0450162
PAST SALE,November-28-2017,Condo/Co-op,1111 24th St NW #42,Washington,DC,20037,1610000,2,2.0,WASHINGTON,1515,,2017,494,1063,1596,Sold,,,http://www.redfin.com/DC/Washington/1111-24th-St-NW-20037/unit-42/home/113157909,BRIGHT MLS,1000186439,N,Y,38.9041312,-77.0511178
PAST SALE,June-6-2017,Condo/Co-op,1111 23rd St NW Ph 2F,Washington,DC,20037,3500000,4,6.5,WASHINGTON,4210,,2000,669,831,6135,Sold,,,http://www.redfin.com/DC/Washington/1111-23rd-St-NW-20037/unit-2F/home/10182883,BRIGHT MLS,1001375477,N,Y,38.9045083,-77.0490526
PAST SALE,December-14-2017,Condo/Co-op,2141 P St NW #705,Washington,DC,20037,454000,1,1.0,WASHINGTON,710,,1980,478,639,385,Sold,,,http://www.redfin.com/DC/Washington/2141-P-St-NW-20037/unit-705/home/9050852,BRIGHT MLS,1004246333,N,Y,38.9097771,-77.047516
PAST SALE,,Condo/Co-op,1111 25th St NW Apt 919,Washington,DC,20037,699000,1,1.0,,833,,2005,,839,,,,,http://www.redfin.com/DC/Washington/1111-25th-St-NW-20037/unit-919/home/10346645,,,N,Y,38.9045599,-77.0531137
PAST SALE,April-28-2017,Townhouse,2509 P St NW,Washington,DC,20007,2045000,4,3.5,WASHINGTON,1994,2307,1900,708,1026,,Sold,,,http://www.redfin.com/DC/Washington/2509-P-St-NW-20007/home/9928566,BRIGHT MLS,1001380825,N,Y,38.9095876,-77.0538604
PAST SALE,,Multi-Family (2-4 Unit),2510-2512 East Pl NW,Washington,DC,20007,2100000,4,4.0,,1504,2480,1900,,1396,,,,,http://www.redfin.com/DC/Washington/2510-2512-East-Pl-NW-20007/home/9928520,,,N,Y,38.910019,-77.05429
PAST SALE,,Townhouse,2126 N St NW,Washington,DC,20037,1301400,2,3.0,,1612,1920,1926,,807,,,,,http://www.redfin.com/DC/Washington/2126-N-St-NW-20037/home/9052234,,,N,Y,38.906971,-77.047884
PAST SALE,,Condo/Co-op,2425 L St NW Apt 317,Washington,DC,20037,624000,1,1.0,,803,,2006,,777,,,,,http://www.redfin.com/DC/Washington/2425-L-St-NW-20037/unit-317/home/23061266,,,N,Y,38.9041571,-77.0523302
PAST SALE,,Condo/Co-op,2425 L St NW Apt 412,Washington,DC,20037,760000,1,1.5,,868,,2006,,876,,,,,http://www.redfin.com/DC/Washington/2425-L-St-NW-20037/unit-412/home/23058899,,,N,Y,38.9041571,-77.0523302
PAST SALE,July-25-2017,Condo/Co-op,2516 Q St NW Unit Q208,Washington,DC,20007,380000,1,1.0,WASHINGTON,450,,1922,620,844,297,Sold,,,http://www.redfin.com/DC/Washington/2516-Q-St-NW-20007/unit-Q208/home/21644611,BRIGHT MLS,1001392473,N,Y,38.9100706,-77.0539167
PAST SALE,November-17-2017,Parking,1280 21ST St NW Unit P23,WASHINGTON,DC,20036,54000,0,,WASHINGTON,100,,1967,505,540,6,Sold,,,http://www.redfin.com/DC/Washington/1280-21st-St-NW-20036/unit-P23/home/144163526,BRIGHT MLS,1003303921,N,Y,38.9068674,-77.0468062
PAST SALE,,Condo/Co-op,1330 New Hampshire Ave NW Apt 505,Washington,DC,20036,305000,1,1.0,,527,,1963,,579,,,,,http://www.redfin.com/DC/Washington/1330-New-Hampshire-Ave-NW-20036/unit-505/home/9056968,,,N,Y,38.9081797,-77.0450162
PAST SALE,June-26-2017,Condo/Co-op,2130 N St NW #101,Washington,DC,20037,261000,0,1.0,WASHINGTON,418,,1947,649,624,370,Sold,,,http://www.redfin.com/DC/Washington/2130-N-St-NW-20037/unit-101/home/9053497,BRIGHT MLS,1001390543,N,Y,38.9071056,-77.0472923
PAST SALE,April-11-2017,Condo/Co-op,1280 21st St NW #103,Washington,DC,20036,391000,1,1.0,WASHINGTON,800,,1967,725,489,723,Sold,,,http://www.redfin.com/DC/Washington/1280-21st-St-NW-20036/unit-103/home/9053035,BRIGHT MLS,1001385365,N,Y,38.9068674,-77.0468062
PAST SALE,July-6-2017,Condo/Co-op,2425 L St NW #412,Washington,DC,20037,760000,1,1.5,WASHINGTON,910,,2006,639,835,865,Sold,,,http://www.redfin.com/DC/Washington/2425-L-St-NW-20037/unit-000412/home/11745709,BRIGHT MLS,1001389065,N,Y,38.904343,-77.0523268
PAST SALE,August-16-2017,Condo/Co-op,2425 L St NW #421,Washington,DC,20037,621500,1,1.0,WASHINGTON,850,,2006,598,731,732,Sold,,,http://www.redfin.com/DC/Washington/2425-L-St-NW-20037/unit-000421/home/11745795,BRIGHT MLS,1001395781,N,Y,38.904343,-77.0523268
PAST SALE,,Condo/Co-op,2425 L St NW Apt 421,Washington,DC,20037,621500,1,1.0,,771,,2006,,806,,,,,http://www.redfin.com/DC/Washington/2425-L-St-NW-20037/unit-421/home/22676147,,,N,Y,38.9041571,-77.0523302
PAST SALE,May-8-2017,Condo/Co-op,2301 N St NW #510,Washington,DC,20037,422000,1,1.0,WASHINGTON,626,,1991,698,674,530,Sold,,,http://www.redfin.com/DC/Washington/2301-N-St-NW-20037/unit-510/home/9047466,BRIGHT MLS,1000079078,N,Y,38.9073871,-77.05009
PAST SALE,July-28-2017,Townhouse,2119 N St NW #5,Washington,DC,20037,339900,1,1.0,WASHINGTON,500,,1900,617,680,180,Sold,,,http://www.redfin.com/DC/Washington/2119-N-St-NW-20037/unit-5/home/81888889,BRIGHT MLS,1001391869,N,Y,38.9073827,-77.0470304
PAST SALE,April-13-2017,Condo/Co-op,2301 N St NW #307,Washington,DC,20037,469900,1,1.0,WASHINGTON,635,,1991,723,740,514,Sold,,,http://www.redfin.com/DC/Washington/2301-N-St-NW-20037/unit-307/home/9047306,BRIGHT MLS,1001384543,N,Y,38.9073871,-77.05009
PAST SALE,May-8-2017,Condo/Co-op,2301 N St NW #201,Washington,DC,20037,680000,2,2.0,WASHINGTON,878,,1991,698,774,846,Sold,,,http://www.redfin.com/DC/Washington/2301-N-St-NW-20037/unit-201/home/9047213,BRIGHT MLS,1000082890,N,Y,38.9073871,-77.05009
PAST SALE,June-30-2017,Condo/Co-op,1230 23rd St NW #601,Washington,DC,20037,407000,1,1.0,WASHINGTON,597,,1989,645,682,661,Sold,,,http://www.redfin.com/DC/Washington/1230-23rd-St-NW-20037/unit-601/home/9047656,BRIGHT MLS,1001393103,N,Y,38.9058704,-77.0502704
PAST SALE,May-12-2017,Condo/Co-op,2500 Q St NW #301,Washington,DC,20007,349000,1,1.0,WASHINGTON,844,,1942,694,414,674,Sold,,,http://www.redfin.com/DC/Washington/2500-Q-St-NW-20007/unit-301/home/9928583,BRIGHT MLS,1001386923,N,Y,38.9104655,-77.0524133
PAST SALE,July-17-2017,Condo/Co-op,2500 Q St NW #205,WASHINGTON,DC,20007,550000,2,2.0,WASHINGTON,1287,,1942,628,427,1066,Sold,,,http://www.redfin.com/DC/Washington/2500-Q-St-NW-20007/unit-205/home/9928635,BRIGHT MLS,1001389959,N,Y,38.9104655,-77.0524133
PAST SALE,June-23-2017,Condo/Co-op,2500 Q St NW #424,Washington,DC,20007,283000,0,1.0,WASHINGTON,585,,1942,652,484,461,Sold,,,http://www.redfin.com/DC/Washington/2500-Q-St-NW-20007/unit-424/home/9928861,BRIGHT MLS,1001389963,N,Y,38.9104655,-77.0524133
PAST SALE,,Condo/Co-op,1124 25th St NW Apt T6,Washington,DC,20037,615000,2,2.0,,810,,1910,,759,,,,,http://www.redfin.com/DC/Washington/1124-25th-St-NW-20037/unit-T6/home/9040508,,,N,Y,38.9046912,-77.0534662
PAST SALE,August-20-2018,Condo/Co-op,2425 L St NW #323,Washington,DC,20037,580000,1,1.0,WASHINGTON,816,,2006,229,711,748,Sold,,,http://www.redfin.com/DC/Washington/2425-L-St-NW-20037/unit-323/home/11745781,BRIGHT MLS,1001889510,N,Y,38.9041571,-77.0523302
