SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),607 Kenyon St NW,Washington,DC,20010,799000,4,3.5,COLUMBIA HEIGHTS,2006,1566,1908,1,398,,Active,,,http://www.redfin.com/DC/Washington/607-Kenyon-St-NW-20010/home/10043592,BRIGHT MLS,DCDC420810,N,Y,38.9302607,-77.0214436
MLS Listing,,Townhouse,4622 4th St NW,Washington,DC,20011,749000,4,3.5,PETWORTH,2270,1606,1926,1,330,,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/4622-4th-St-NW-20011/home/10060402,BRIGHT MLS,DCDC420468,N,Y,38.94706,-77.0176394
MLS Listing,,Single Family Residential,4920 Loughboro Rd NW,Washington,DC,20016,1250000,4,3.0,KENT,2915,10914,1955,1,429,,Active,,,http://www.redfin.com/DC/Washington/4920-Loughboro-Rd-NW-20016/home/9943060,BRIGHT MLS,DCDC420142,N,Y,38.932435,-77.0976573
MLS Listing,,Condo/Co-op,2700 Virginia Ave NW #705,Washington,DC,20037,489000,1,1.0,WATERGATE,1045,,1970,1,468,932,Active,,,http://www.redfin.com/DC/Washington/2700-Virginia-Ave-NW-20037/unit-705/home/18222368,BRIGHT MLS,DCDC420028,N,Y,38.8999354,-77.0559966
MLS Listing,,Single Family Residential,3008 43rd St NW,Washington,DC,20016,1649000,4,4.5,WESLEY HEIGHTS,2985,6563,1926,1,552,,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/3008-43rd-St-NW-20016/home/9956334,BRIGHT MLS,DCDC421032,N,Y,38.9292288,-77.0840793
MLS Listing,,Townhouse,924 4th St SE,Washington,DC,20003,850000,3,2.0,OLD CITY #1,1315,725,2010,1,646,87,Active,April-7-2019 01:00 PM,April-7-2019 03:00 PM,http://www.redfin.com/DC/Washington/924-4th-St-SE-20003/home/39955882,BRIGHT MLS,DCDC421028,N,Y,38.878883,-77.000027
MLS Listing,,Condo/Co-op,1420 N St NW #916,Washington,DC,20005,299900,1,1.0,OLD CITY #2,418,,1964,1,717,459,Active,,,http://www.redfin.com/DC/Washington/1420-N-St-NW-20005/unit-916/home/9870782,BRIGHT MLS,DCDC420976,N,Y,38.9071028,-77.0324746
MLS Listing,,Townhouse,705 Upshur St NW,Washington,DC,20011,699900,4,3.5,PETWORTH,2278,1417,1912,1,307,,Active,,,http://www.redfin.com/DC/Washington/705-Upshur-St-NW-20011/home/10051154,BRIGHT MLS,DCDC420934,N,Y,38.9422241,-77.021948
MLS Listing,,Multi-Family (2-4 Unit),1908 M St NE,Washington,DC,20002,1050000,4,4.0,TRINIDAD,3246,2720,1939,1,323,,Active,,,http://www.redfin.com/DC/Washington/1908-M-St-NE-20002/home/10110028,BRIGHT MLS,DCDC420514,N,Y,38.905857,-76.975748
MLS Listing,,Townhouse,1316 W St NE,Washington,DC,20018,675000,3,2.0,BRENTWOOD,1545,2380,1961,1,437,,Active,April-7-2019 02:15 PM,April-7-2019 05:30 PM,http://www.redfin.com/DC/Washington/1316-W-St-NE-20018/home/10091198,BRIGHT MLS,DCDC421014,N,Y,38.9193356,-76.985739
MLS Listing,,Single Family Residential,2718 32nd St NW,Washington,DC,20008,4975000,5,8.5,MASSACHUSETTS AVENUE HEI,6068,11415,1925,1,820,,Active,,,http://www.redfin.com/DC/Washington/2718-32nd-St-NW-20008/home/9988074,BRIGHT MLS,DCDC420996,N,Y,38.9253138,-77.0638442
MLS Listing,,Condo/Co-op,800 4th St SW Unit S512,Washington,DC,20024,349000,1,1.0,RLA (SW),617,223,1959,1,566,393,Active,,,http://www.redfin.com/DC/Washington/800-4th-St-SW-20024/unit-S512/home/12532352,BRIGHT MLS,DCDC421000,N,Y,38.8802737,-77.0167905
MLS Listing,,Townhouse,330 K St SE,Washington,DC,20003,1250000,4,2.5,OLD CITY #1,2130,747,2011,1,587,92,Active,April-7-2019 01:00 PM,April-7-2019 03:00 PM,http://www.redfin.com/DC/Washington/330-K-St-SE-20003/home/40511117,BRIGHT MLS,DCDC420944,N,Y,38.878526,-77.0010693
MLS Listing,,Townhouse,3032 Stanton Rd SE,Washington,DC,20020,284000,2,1.0,RANDLE HEIGHTS,832,2160,1953,1,341,,Active,,,http://www.redfin.com/DC/Washington/3032-Stanton-Rd-SE-20020/home/10161267,BRIGHT MLS,DCDC420928,N,Y,38.8538305,-76.9835171
MLS Listing,,Condo/Co-op,1111 Orren St NE #207,Washington,DC,20002,419000,1,1.0,TRINIDAD,623,194,2016,1,673,299,Active,April-7-2019 01:00 PM,April-7-2019 03:00 PM,http://www.redfin.com/DC/Washington/1111-Orren-St-NE-20002/unit-207/home/105506399,BRIGHT MLS,DCDC420950,N,Y,38.9013355,-76.9861771
MLS Listing,,Townhouse,35 T St NW,Washington,DC,20001,1290000,4,3.5,ECKINGTON,2601,1152,1905,1,496,,Active,,,http://www.redfin.com/DC/Washington/35-T-St-NW-20001/home/10048197,BRIGHT MLS,DCDC420876,N,Y,38.915776,-77.010345
MLS Listing,,Condo/Co-op,5037 Call Pl SE #302,Washington,DC,20019,115000,2,1.0,MARSHALL HEIGHTS,757,1037,1964,1,152,290,Active,,,http://www.redfin.com/DC/Washington/5037-Call-Pl-SE-20019/unit-000302/home/11748753,BRIGHT MLS,DCDC420874,N,Y,38.884288,-76.9291503
MLS Listing,,Townhouse,1122 5th St NW,Washington,DC,20001,1375000,4,4.0,OLD CITY #2,3311,1546,1890,1,415,,Active,,,http://www.redfin.com/DC/Washington/1122-5th-St-NW-20001/home/9881980,BRIGHT MLS,DCDC420134,N,Y,38.9050285,-77.0191767
MLS Listing,,Condo/Co-op,37 Missouri Ave NW #14,Washington,DC,20011,284900,1,1.0,CHILLUM,465,,2019,1,613,98,Active,April-7-2019 02:30 PM,April-7-2019 04:30 PM,http://www.redfin.com/DC/Washington/37-Missouri-Ave-NW-20011/unit-14/home/161103038,BRIGHT MLS,DCDC420804,N,Y,38.955704,-77.0107
MLS Listing,,Condo/Co-op,37 Missouri Ave NW #2,Washington,DC,20011,244900,1,1.0,CHILLUM,449,,2019,1,545,98,Active,April-7-2019 02:30 PM,April-7-2019 04:30 PM,http://www.redfin.com/DC/Washington/37-Missouri-Ave-NW-20011/unit-2/home/161102980,BRIGHT MLS,DCDC420784,N,Y,38.955704,-77.0107
MLS Listing,,Condo/Co-op,507 Kennedy St NW #5,Washington,DC,20011,350000,2,1.0,PETWORTH,770,2850,2019,1,455,103,Active,,,http://www.redfin.com/DC/Washington/507-Kennedy-St-NW-20011/unit-5/home/161102637,BRIGHT MLS,DCDC420964,N,Y,38.9565926,-77.0202605
MLS Listing,,Single Family Residential,1522 Foxhall Rd NW,Washington,DC,20007,2099000,5,4.5,PALISADES,3836,3180,1900,1,547,,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1522-Foxhall-Rd-NW-20007/home/9939317,BRIGHT MLS,DCDC420132,N,Y,38.909216,-77.0830901
MLS Listing,,Single Family Residential,1516 Foxhall Rd NW,Washington,DC,20007,2099000,5,4.5,PALISADES,1535,3121,1900,1,1367,,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1516-Foxhall-Rd-NW-20007/home/9939302,BRIGHT MLS,DCDC420106,N,Y,38.9091019,-77.0830564
MLS Listing,,Condo/Co-op,1816 New Hampshire Ave NW #101,Washington,DC,20009,255000,0,1.0,OLD CITY #2,382,132,1965,1,668,345,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1816-New-Hampshire-Ave-NW-20009/unit-101/home/9858651,BRIGHT MLS,DCDC420118,N,Y,38.9147701,-77.0388413
MLS Listing,,Single Family Residential,5448 Chevy Chase Pkwy NW,Washington,DC,20015,1849500,4,3.5,CHEVY CHASE,4502,8429,1922,1,411,,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/5448-Chevy-Chase-Pkwy-NW-20015/home/9970807,BRIGHT MLS,DCDC403064,N,Y,38.9628355,-77.071534
MLS Listing,,Townhouse,441 17th St SE,Washington,DC,20003,999000,4,3.5,OLD CITY #1,2430,2638,1976,1,411,,Active,,,http://www.redfin.com/DC/Washington/441-17th-St-SE-20003/home/9920674,BRIGHT MLS,DCDC420842,N,Y,38.883391,-76.9810139
MLS Listing,,Condo/Co-op,2501 Calvert St NW #509,Washington,DC,20008,499900,2,2.0,GARFIELD,1153,306,1968,1,434,805,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/2501-Calvert-St-NW-20008/unit-509/home/9988394,BRIGHT MLS,DCDC420738,N,Y,38.9235428,-77.0539706
MLS Listing,,Townhouse,1 N St NW,Washington,DC,20001,999999,4,3.5,OLD CITY #2,2950,1727,1900,1,339,,Active,April-7-2019 01:00 PM,April-7-2019 03:00 PM,http://www.redfin.com/DC/Washington/1-N-St-NW-20001/home/9888478,BRIGHT MLS,DCDC420930,N,Y,38.907405,-77.0096594
MLS Listing,,Multi-Family (2-4 Unit),93 Hawaii Ave NE,Washington,DC,20011,899900,,,BROOKLAND,3840,5598,1941,1,234,,Active,,,http://www.redfin.com/DC/Washington/93-Hawaii-Ave-NE-20011/home/10077341,BRIGHT MLS,DCDC420856,N,Y,38.9449249,-77.0057284
MLS Listing,,Townhouse,3409 25th St SE,Washington,DC,20020,395000,3,2.0,RANDLE HEIGHTS,1408,2179,1950,1,281,,Active,,,http://www.redfin.com/DC/Washington/3409-25th-St-SE-20020/home/10156584,BRIGHT MLS,DCDC420310,N,Y,38.8477055,-76.9693355
MLS Listing,,Condo/Co-op,2939 Van Ness St NW #807,Washington,DC,20008,539000,2,2.0,FOREST HILLS,1056,1101,1964,1,510,1064,Active,April-7-2019 12:45 PM,April-7-2019 03:00 PM,http://www.redfin.com/DC/Washington/2939-Van-Ness-St-NW-20008/unit-807/home/148706939,BRIGHT MLS,DCDC403818,N,Y,38.944397,-77.0599992
MLS Listing,,Townhouse,1230 Jefferson St NW,Washington,DC,20011,869900,4,3.5,16TH STREET HEIGHTS,1178,2618,1922,1,738,,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1230-Jefferson-St-NW-20011/home/10035667,BRIGHT MLS,DCDC420958,N,Y,38.9549579,-77.0290775
MLS Listing,,Condo/Co-op,2126 Connecticut Ave NW #1,Washington,DC,20008,699000,2,2.0,KALORAMA,1250,336,1910,1,559,892,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/2126-Connecticut-Ave-NW-20008/unit-1/home/143412719,BRIGHT MLS,DCDC420464,N,Y,38.9182348,-77.0480231
MLS Listing,,Condo/Co-op,1101 Q St NW #304,Washington,DC,20009,989900,2,2.0,LOGAN,1225,,2019,1,808,420,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1101-Q-St-NW-20009/unit-304/home/161097793,BRIGHT MLS,DCDC420960,N,Y,38.911345,-77.027269
MLS Listing,,Condo/Co-op,2141 I St NW #309,Washington,DC,20037,279900,2,1.0,FOGGY BOTTOM,509,94,1974,1,550,411,Active,,,http://www.redfin.com/DC/Washington/2141-I-St-NW-20037/unit-309/home/9054564,BRIGHT MLS,DCDC420926,N,Y,38.9008364,-77.0468864
MLS Listing,,Townhouse,834 51st St NE,Washington,DC,20019,385000,2,2.0,DEANWOOD,1215,2179,1945,1,317,,Active,,,http://www.redfin.com/DC/Washington/834-51st-St-NE-20019/home/10126994,BRIGHT MLS,DCDC420922,N,Y,38.9009335,-76.9271825
MLS Listing,,Condo/Co-op,1300 13th St NW #203,Washington,DC,20005,484500,1,1.0,OLD CITY #2,764,137,2002,1,634,475,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1300-13th-St-NW-20005/unit-203/home/10185510,BRIGHT MLS,DCDC420628,N,Y,38.9075208,-77.0300523
MLS Listing,,Townhouse,1855 Ontario Pl NW,Washington,DC,20009,1349000,4,2.5,MOUNT PLEASANT,2826,2298,1910,1,477,,Active,,,http://www.redfin.com/DC/Washington/1855-Ontario-Pl-NW-20009/home/10006850,BRIGHT MLS,DCDC420916,N,Y,38.924748,-77.043989
MLS Listing,,Single Family Residential,4442 S Dakota Ave NE,Washington,DC,20017,749998,3,3.0,BROOKLAND,2348,4652,1936,1,319,,Active,April-7-2019 12:00 PM,April-7-2019 02:00 PM,http://www.redfin.com/DC/Washington/4442-S-Dakota-Ave-NE-20017/home/10093255,BRIGHT MLS,DCDC420688,N,Y,38.9435452,-76.9849852
MLS Listing,,Condo/Co-op,2141 P St NW #305,Washington,DC,20037,427000,1,1.0,CENTRAL,663,134,1980,1,644,388,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/2141-P-St-NW-20037/unit-305/home/9050728,BRIGHT MLS,DCDC420048,N,Y,38.9097771,-77.047516
MLS Listing,,Condo/Co-op,922 24th St NW #505,Washington,DC,20037,330500,1,1.0,FOGGY BOTTOM,670,199,1962,1,493,787,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/922-24th-St-NW-20037/unit-505/home/9044225,BRIGHT MLS,DCDC420732,N,Y,38.9011382,-77.0512337
MLS Listing,,Townhouse,617 Morris Pl NE,Washington,DC,20002,869000,3,2.5,OLD CITY #1,1976,1520,1903,1,440,,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/617-Morris-Pl-NE-20002/home/9898603,BRIGHT MLS,DCDC420362,N,Y,38.897918,-76.997779
MLS Listing,,Condo/Co-op,3919 Fulton St NW #3,Washington,DC,20007,760000,2,2.5,OBSERVATORY CIRCLE,1270,839,2015,1,598,321,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/3919-Fulton-St-NW-20007/unit-3/home/105446582,BRIGHT MLS,DCDC399530,N,Y,38.9264837,-77.0780067
MLS Listing,,Townhouse,609 Gresham Pl NW #2,Washington,DC,20001,649900,3,2.5,COLUMBIA HEIGHTS,,,2018,1,,227,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/609-Gresham-Pl-NW-20001/unit-2/home/160698703,BRIGHT MLS,DCDC420834,N,Y,38.9270167,-77.0219656
MLS Listing,,Single Family Residential,2007 Wyoming Ave NW #13,Washington,DC,20009,549000,1,1.0,KALORAMA,7628,6500,1902,1,72,278,Active,April-7-2019 01:00 PM,April-7-2019 03:00 PM,http://www.redfin.com/DC/Washington/2007-Wyoming-Ave-NW-20009/unit-13/home/161090000,BRIGHT MLS,DCDC420910,N,Y,38.9183481,-77.0461246
MLS Listing,,Townhouse,632 1/2 Morton Pl NE,Washington,DC,20002,709997,2,2.5,OLD CITY #1,1008,828,1915,1,704,,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/632-1-2-Morton-Pl-NE-20002/home/9898052,BRIGHT MLS,DCDC420900,N,Y,38.904498405,-76.99742522
MLS Listing,,Single Family Residential,1351 Underwood St NW,Washington,DC,20012,849900,5,3.5,BRIGHTWOOD,2891,4880,1941,2,294,,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1351-Underwood-St-NW-20012/home/10022838,BRIGHT MLS,DCDC420678,N,Y,38.9692361,-77.031821
MLS Listing,,Condo/Co-op,1621 E Capitol St SE #2,Washington,DC,20003,364000,1,1.0,OLD CITY #1,635,546,1953,2,573,222,Active,April-7-2019 01:00 PM,April-7-2019 03:00 PM,http://www.redfin.com/DC/Washington/1621-E-Capitol-St-SE-20003/unit-2/home/45423895,BRIGHT MLS,DCDC420648,N,Y,38.889404,-76.98138
MLS Listing,,Single Family Residential,4622 Greene Pl NW,Washington,DC,20007,1695000,5,3.5,PALISADES,3065,3880,1942,2,553,,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/4622-Greene-Pl-NW-20007/home/9939036,BRIGHT MLS,DCDC420634,N,Y,38.908672,-77.0886204
MLS Listing,,Condo/Co-op,2422 17th St NW #306,Washington,DC,20009,329900,1,1.0,MOUNT PLEASANT,395,299,1910,2,835,216,Active,April-7-2019 11:00 AM,April-7-2019 01:00 PM,http://www.redfin.com/DC/Washington/2422-17th-St-NW-20009/unit-306/home/108460756,BRIGHT MLS,DCDC420592,N,Y,38.9222631,-77.0392808
MLS Listing,,Condo/Co-op,1155 23rd St NW Ph 1L,Washington,DC,20037,1099000,2,2.0,CENTRAL,1324,180,2000,2,830,2041,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1155-23rd-St-NW-20037/unit-1L/home/10182730,BRIGHT MLS,DCDC420108,N,Y,38.9048068,-77.0497606
MLS Listing,,Condo/Co-op,1301 Delaware Ave SW Unit N109,Washington,DC,20024,232000,1,1.0,RLA (SW),750,465011,1962,2,309,670,Active,April-7-2019 01:00 PM,April-7-2019 03:00 PM,http://www.redfin.com/DC/Washington/1301-Delaware-Ave-SW-20024/unit-N109/home/12059029,BRIGHT MLS,DCDC419420,N,Y,38.8738327,-77.015449
MLS Listing,,Condo/Co-op,1391 Pennsylvania Ave SE #518,Washington,DC,20003,459900,1,1.0,OLD CITY #1,732,31,2007,2,628,439,Active,April-7-2019 01:30 PM,April-7-2019 03:30 PM,http://www.redfin.com/DC/Washington/1391-Pennsylvania-Ave-SE-20003/unit-518/home/12531626,BRIGHT MLS,DCDC401514,N,Y,38.8802676,-76.9871189
MLS Listing,,Single Family Residential,1418 Jackson St NE,Washington,DC,20017,795000,2,2.5,BROOKLAND,3310,14000,1939,2,240,,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1418-Jackson-St-NE-20017/home/10345908,BRIGHT MLS,DCDC400454,N,Y,38.9300207,-76.9852552
MLS Listing,,Single Family Residential,604 NW Whittier St NW,Washington,DC,20012,710900,4,2.5,BRIGHTWOOD,2302,4600,1925,2,309,,Active,,,http://www.redfin.com/DC/Washington/604-Whittier-St-NW-20012/home/10053464,BRIGHT MLS,DCDC420896,N,Y,38.9710776,-77.0218345
MLS Listing,,Condo/Co-op,2425 L St NW #207,Washington,DC,20037,1149900,3,2.0,CENTRAL,1358,470,2006,2,847,1288,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/2425-L-St-NW-20037/unit-207/home/11749389,BRIGHT MLS,DCDC420042,N,Y,38.9041571,-77.0523302
MLS Listing,,Condo/Co-op,2320 Wisconsin Ave NW #216,Washington,DC,20007,359000,1,1.0,GLOVER PARK,744,379,1984,2,483,490,Active,April-7-2019 01:00 PM,April-7-2019 03:00 PM,http://www.redfin.com/DC/Washington/2320-Wisconsin-Ave-NW-20007/unit-216/home/9933776,BRIGHT MLS,DCDC420596,N,Y,38.9204776,-77.0720511
MLS Listing,,Condo/Co-op,2725 13th St NW #3,Washington,DC,20009,770000,2,2.0,COLUMBIA HEIGHTS,1150,1150,1910,2,670,339,Active,April-7-2019 01:00 PM,April-7-2019 03:00 PM,http://www.redfin.com/DC/Washington/2725-13th-St-NW-20009/unit-3/home/55142676,BRIGHT MLS,DCDC420724,N,Y,38.9255369,-77.0295233
MLS Listing,,Condo/Co-op,4724 Benning Rd SE #301,Washington,DC,20019,114700,2,1.0,MARSHALL HEIGHTS,706,577,1954,2,162,363,Active,,,http://www.redfin.com/DC/Washington/4724-Benning-Rd-SE-20019/unit-301/home/10346096,BRIGHT MLS,DCDC420890,N,Y,38.8831917,-76.934179
MLS Listing,,Single Family Residential,700 Alabama Ave SE,Washington,DC,20032,529000,4,3.5,CONGRESS HEIGHTS,1606,3782,1900,2,329,,Active,April-7-2019 12:00 PM,April-7-2019 03:00 PM,http://www.redfin.com/DC/Washington/700-Alabama-Ave-SE-20032/home/10330653,BRIGHT MLS,DCDC420032,N,Y,38.8436645,-76.9956947
MLS Listing,,Townhouse,2017 4th St NW,Washington,DC,20001,689900,3,1.5,LEDROIT PARK,1500,,2019,2,460,,Active,,,http://www.redfin.com/DC/Washington/2017-4th-St-NW-20001/home/10045620,BRIGHT MLS,DCDC420880,N,Y,38.917104,-77.0185842
MLS Listing,,Condo/Co-op,1437 Spring Rd NW Unit B1,Washington,DC,20010,299300,1,1.0,COLUMBIA HEIGHTS,624,324,1923,2,480,237,Active,,,http://www.redfin.com/DC/Washington/1437-Spring-Rd-NW-20010/unit-B1/home/11748198,BRIGHT MLS,DCDC420878,N,Y,38.9376895,-77.0346382
MLS Listing,,Townhouse,1532 Constitution Ave NE,Washington,DC,20002,664900,2,1.5,OLD CITY #1,1107,1096,1927,2,601,,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1532-Constitution-Ave-NE-20002/home/9918383,BRIGHT MLS,DCDC420650,N,Y,38.8921929,-76.9827239
MLS Listing,,Condo/Co-op,3900 Cathedral Ave NW Unit 504A,Washington,DC,20016,679000,2,2.0,OBSERVATORY CIRCLE,1600,455664,1931,2,424,1895,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/3900-Cathedral-Ave-NW-20016/unit-504A/home/26844822,BRIGHT MLS,DCDC420870,N,Y,38.9289305,-77.0771668
MLS Listing,,Condo/Co-op,922 24th St NW #816,Washington,DC,20037,255000,0,1.0,FOGGY BOTTOM,460,137,1962,2,554,527,Active,April-7-2019 01:00 PM,April-7-2019 03:00 PM,http://www.redfin.com/DC/Washington/922-24th-St-NW-20037/unit-816/home/9044614,BRIGHT MLS,DCDC420744,N,Y,38.9011382,-77.0512337
MLS Listing,,Single Family Residential,4907 Tilden St NW,Washington,DC,20016,2195000,6,5.0,SPRING VALLEY,4198,9727,1937,2,523,,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/4907-Tilden-St-NW-20016/home/9945604,BRIGHT MLS,DCDC420760,N,Y,38.9415009,-77.0972977
MLS Listing,,Single Family Residential,2804 N St NW,Washington,DC,20007,3399000,4,3.5,GEORGETOWN,3609,3909,1900,2,942,,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/2804-N-St-NW-20007/home/9925614,BRIGHT MLS,DCDC420808,N,Y,38.9067201,-77.057357
MLS Listing,,Single Family Residential,3752 Jocelyn St NW,Washington,DC,20015,1495000,4,3.5,CHEVY CHASE,3176,5040,1930,2,471,,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/3752-Jocelyn-St-NW-20015/home/9971582,BRIGHT MLS,DCDC420698,N,Y,38.9594892,-77.0738723
MLS Listing,,Condo/Co-op,525 Water St SW #109,Washington,DC,20024,797900,2,2.0,RLA (SW),975,405,2016,2,818,805,Active,,,http://www.redfin.com/DC/Washington/525-Water-St-SW-20024/unit-109/home/113424240,BRIGHT MLS,DCDC420692,N,Y,38.876059,-77.0202399
MLS Listing,,Condo/Co-op,3001 Veazey Ter NW #1214,Washington,DC,20008,279900,1,1.0,FOREST HILLS,698441,164186,1967,2,0,794,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/3001-Veazey-Ter-NW-20008/unit-1214/home/143429491,BRIGHT MLS,DCDC420666,N,Y,38.9449287,-77.0618546
MLS Listing,,Townhouse,1169 Neal St NE #1,Washington,DC,20002,699900,4,3.0,TRINIDAD,1541,,2019,2,454,230,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1169-Neal-St-NE-20002/unit-1/home/161069722,BRIGHT MLS,DCDC420864,N,Y,38.9045035,-76.9895569
MLS Listing,,Townhouse,2006 Mississippi Ave SE,Washington,DC,20020,295000,3,1.5,RANDLE HEIGHTS,1708,1920,1999,2,173,76,Active,,,http://www.redfin.com/DC/Washington/2006-Mississippi-Ave-SE-20020/home/10181754,BRIGHT MLS,DCDC420862,N,Y,38.844112,-76.974765
MLS Listing,,Townhouse,1638 Rosedale St NE,Washington,DC,20002,729900,3,3.5,OLD CITY #1,1800,960,1940,2,406,,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1638-Rosedale-St-NE-20002/home/10113862,BRIGHT MLS,DCDC420850,N,Y,38.897535,-76.981047
MLS Listing,,Townhouse,1324 Corcoran St NW,Washington,DC,20009,1695000,5,3.0,OLD CITY #2,3211,1500,1890,2,528,,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1324-Corcoran-St-NW-20009/home/9872155,BRIGHT MLS,DCDC401206,N,Y,38.911675,-77.030638
MLS Listing,,Townhouse,1659 Fort Davis St SE,Washington,DC,20020,410000,3,2.0,FORT DUPONT PARK,1470,2106,1939,2,279,,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1659-Fort-Davis-St-SE-20020/home/10144074,BRIGHT MLS,DCDC420636,N,Y,38.8672017,-76.9486087
MLS Listing,,Townhouse,32 Hanover Pl NW,Washington,DC,20001,500000,2,1.5,OLD CITY #2,1560,975,1997,2,321,,Active,,,http://www.redfin.com/DC/Washington/32-Hanover-Pl-NW-20001/home/9888537,BRIGHT MLS,DCDC420320,N,Y,38.9077248,-77.0101795
MLS Listing,,Townhouse,719 Quebec Pl NW,Washington,DC,20010,775000,9,4.0,COLUMBIA HEIGHTS,2650,1753,1913,2,292,,Active,,,http://www.redfin.com/DC/Washington/719-Quebec-Pl-NW-20010/home/10042184,BRIGHT MLS,DCDC420114,N,Y,38.936387,-77.021901
MLS Listing,,Condo/Co-op,800 4th St SW Unit N604,Washington,DC,20024,329900,1,1.0,RLA (SW),554,205,1959,2,595,351,Active,April-7-2019 02:00 PM,April-7-2019 05:00 PM,http://www.redfin.com/DC/Washington/800-4th-St-SW-20024/unit-N604/home/12531829,BRIGHT MLS,DCDC403922,N,Y,38.8802737,-77.0167905
MLS Listing,,Townhouse,902 Maryland Ave NE,Washington,DC,20002,1520000,4,3.5,OLD CITY #1,2438,1632,1911,2,623,,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/902-Maryland-Ave-NE-20002/home/9904104,BRIGHT MLS,DCDC420790,N,Y,38.8963595,-76.9935011
MLS Listing,,Townhouse,1714 V St NW,Washington,DC,20009,1295000,4,3.5,OLD CITY #2,1954,1295,1907,2,663,,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1714-V-St-NW-20009/home/9857158,BRIGHT MLS,DCDC420270,N,Y,38.9178939,-77.039184
MLS Listing,,Condo/Co-op,910 M St NW #601,Washington,DC,20001,975000,2,2.5,OLD CITY #2,1326,210,2006,2,735,811,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/910-M-St-NW-20001/unit-601/home/11746823,BRIGHT MLS,DCDC418542,N,Y,38.9074601,-77.02775
