SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,628 3rd St SW #115,Washington,DC,20024,619000,2,1.5,RLA (SW),1344,2069,1961,2,461,619,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/628-3rd-St-SW-20024/unit-115/home/145834170,BRIGHT MLS,DCDC420376,N,Y,38.8810894,-77.0149841
MLS Listing,,Condo/Co-op,1010 25th St NW #603,Washington,DC,20037,314900,1,1.0,FOGGY BOTTOM,577,125,1938,2,546,442,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1010-25th-St-NW-20037/unit-603/home/9041155,BRIGHT MLS,DCDC420286,N,Y,38.9026469,-77.053473
MLS Listing,,Townhouse,1209 Florida Ave NE,Washington,DC,20002,624900,2,1.0,OLD CITY #1,800,966,1916,2,781,,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1209-Florida-Ave-NE-20002/home/9909619,BRIGHT MLS,DCDC420306,N,Y,38.9021242,-76.9892934
MLS Listing,,Townhouse,810 North Carolina Ave SE,Washington,DC,20003,1550000,4,3.5,CAPITOL HILL,2700,1277,1900,2,574,,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/810-N-Carolina-Ave-SE-20003/home/9903352,BRIGHT MLS,DCDC420126,N,Y,38.88838,-76.994495
MLS Listing,,Townhouse,339 11th St SE,Washington,DC,20003,899000,3,2.5,CAPITOL HILL,1680,896,1969,3,535,,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/339-11th-St-SE-20003/home/9907463,BRIGHT MLS,DCDC420590,N,Y,38.8845856,-76.9917687
MLS Listing,,Condo/Co-op,340 Adams St NE #101,Washington,DC,20002,525000,2,2.0,BROOKLAND,850,316,2015,3,618,318,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/340-Adams-St-NE-20002/unit-101/home/101781719,BRIGHT MLS,DCDC420494,N,Y,38.9204751,-77.0008582
MLS Listing,,Condo/Co-op,2400 41st St NW #515,Washington,DC,20007,292000,1,1.0,GLOVER PARK,823,750,1959,3,355,533,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/2400-41st-St-NW-20007/unit-515/home/9958867,BRIGHT MLS,DCDC403798,N,Y,38.9216951,-77.0809551
MLS Listing,,Condo/Co-op,1440 N St NW #811,Washington,DC,20005,384000,1,1.0,OLD CITY #2,421,95,1964,9,912,472,Active,,,http://www.redfin.com/DC/Washington/1440-N-St-NW-20005/unit-811/home/9871092,BRIGHT MLS,DCDC403048,N,Y,38.9071028,-77.0330093
MLS Listing,,Condo/Co-op,1150 K St NW #1008,Washington,DC,20005,598900,2,2.0,CENTRAL,985,99,2005,9,608,639,Active,,,http://www.redfin.com/DC/Washington/1150-K-St-NW-20005/unit-1008/home/10347614,BRIGHT MLS,DCDC403058,N,Y,38.9023828,-77.0275606
MLS Listing,,Townhouse,834 Lamont St NW Unit B,Washington,DC,20010,689000,2,2.5,COLUMBIA HEIGHTS,1170,703,2006,9,589,114,Active,April-14-2019 01:00 PM,April-14-2019 04:00 PM,http://www.redfin.com/DC/Washington/834-Lamont-St-NW-20010/unit-B/home/146987240,BRIGHT MLS,DCDC411578,N,Y,38.9306603,-77.0260819
MLS Listing,,Townhouse,1826 9th St NW #1,Washington,DC,20001,749000,3,2.5,OLD CITY #2,1475,1530,1890,10,508,225,Active,,,http://www.redfin.com/DC/Washington/1826-9th-St-NW-20001/unit-1/home/12533697,BRIGHT MLS,DCDC404006,N,Y,38.9151559,-77.0241737
MLS Listing,,Townhouse,5519 2nd St NW,Washington,DC,20011,799000,4,3.5,CHILLUM,1320,2972,1932,23,605,,Active,,,http://www.redfin.com/DC/Washington/5519-2nd-St-NW-20011/home/10069049,BRIGHT MLS,DCDC402478,N,Y,38.9572265,-77.0133879
MLS Listing,,Condo/Co-op,1514 17th St NW #101,Washington,DC,20036,425000,1,1.0,OLD CITY #2,801,19334,1917,23,531,819,Active,,,http://www.redfin.com/DC/Washington/1514-17th-St-NW-20036/unit-101/home/12426730,BRIGHT MLS,DCDC402460,N,Y,38.9102086,-77.0388559
MLS Listing,,Condo/Co-op,4740 Connecticut Ave NW #108,Washington,DC,20008,519950,2,2.0,WAKEFIELD,1205,246,1956,24,431,857,Active,,,http://www.redfin.com/DC/Washington/4740-Connecticut-Ave-NW-20008/unit-108/home/9976819,BRIGHT MLS,DCDC402298,N,Y,38.9515985,-77.0680166
MLS Listing,,Condo/Co-op,922 24th St NW #209,Washington,DC,20037,274999,,1.0,FOGGY BOTTOM,498,147,1962,24,552,564,Active,,,http://www.redfin.com/DC/Washington/922-24th-St-NW-20037/unit-209/home/9044351,BRIGHT MLS,DCDC401728,N,Y,38.9011382,-77.0512337
MLS Listing,,Condo/Co-op,1441 Euclid St NW Unit B1,Washington,DC,20009,294900,1,1.0,COLUMBIA HEIGHTS,622,441,1939,30,474,505,Active,April-14-2019 01:00 PM,April-14-2019 04:00 PM,http://www.redfin.com/DC/Washington/1441-Euclid-St-NW-20009/unit-B1/home/10345086,BRIGHT MLS,DCDC401010,N,Y,38.9237908,-77.0336806
MLS Listing,,Condo/Co-op,4740 Connecticut Ave NW #304,Washington,DC,20008,325000,1,1.0,WAKEFIELD,823,176,1956,31,395,603,Active,,,http://www.redfin.com/DC/Washington/4740-Connecticut-Ave-NW-20008/unit-304/home/9976864,BRIGHT MLS,DCDC401200,N,Y,38.9515985,-77.0680166
MLS Listing,,Condo/Co-op,2004 11th St NW #340,Washington,DC,20001,439900,1,1.0,OLD CITY #2,573,235,2000,31,768,376,Active,,,http://www.redfin.com/DC/Washington/2004-11th-St-NW-20001/unit-340/home/10183391,BRIGHT MLS,DCDC401194,N,Y,38.9176492,-77.0275817
MLS Listing,,Townhouse,714 Madison St NW Unit B,Washington,DC,20011,659000,3,2.5,PETWORTH,1750,3505,2018,31,377,132,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/714-Madison-St-NW-20011/unit-B/home/148446244,BRIGHT MLS,DCDC401188,N,Y,38.9582054,-77.023229
MLS Listing,,Townhouse,714 Madison St NW Unit A,Washington,DC,20011,649000,3,2.5,PETWORTH,1750,3505,2018,31,371,132,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/714-Madison-St-NW-20011/unit-A/home/148446220,BRIGHT MLS,DCDC401128,N,Y,38.9582054,-77.023229
MLS Listing,,Townhouse,1215 N St NW #8,Washington,DC,20005,749500,2,2.0,OLD CITY #2,985,2075,1875,37,761,404,Active,,,http://www.redfin.com/DC/Washington/1215-N-St-NW-20005/unit-8/home/45397408,BRIGHT MLS,DCDC399904,N,Y,38.9074968,-77.0288523
MLS Listing,,Condo/Co-op,2008 16th St NW #6,Washington,DC,20009,225000,,1.0,OLD CITY #2,313,139,1911,37,719,229,Active,,,http://www.redfin.com/DC/Washington/2008-16th-St-NW-20009/unit-6/home/9864800,BRIGHT MLS,DCDC400272,N,Y,38.9170824,-77.0366612
MLS Listing,,Condo/Co-op,777 7th St NW #706,Washington,DC,20001,587500,2,2.0,CENTRAL,1020,14,2005,38,576,877,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/777-7th-St-NW-20001/unit-706/home/10193097,BRIGHT MLS,DCDC400208,N,Y,38.8995021,-77.0217272
MLS Listing,,Townhouse,1234 Rhode Island Ave NE,Washington,DC,20018,585000,3,2.5,BROOKLAND,1354,2193,1927,44,432,,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1234-Rhode-Island-Ave-NE-20018/home/10090934,BRIGHT MLS,DCDC399660,N,Y,38.9239053,-76.9885514
MLS Listing,,Condo/Co-op,1715 15th St NW Unit E,Washington,DC,20009,539900,2,1.0,OLD CITY #2,1166,680,1929,45,463,589,Active,,,http://www.redfin.com/DC/Washington/1715-15th-St-NW-20009/unit-E/home/77534040,BRIGHT MLS,DCDC399688,N,Y,38.9132595,-77.03407
MLS Listing,,Condo/Co-op,1304 Fairmont St NW #1,Washington,DC,20009,469000,2,2.0,COLUMBIA HEIGHTS,644,429,1895,51,728,226,Active,,,http://www.redfin.com/DC/Washington/1304-Fairmont-St-NW-20009/unit-1/home/21645944,BRIGHT MLS,DCDC398958,N,Y,38.9245516,-77.0300599
MLS Listing,,Multi-Family (2-4 Unit),2443 25th St SE,Washington,DC,20020,799000,6,6.0,RANDLE HEIGHTS,2880,4454,1954,65,277,,Active,,,http://www.redfin.com/DC/Washington/2443-25th-St-SE-20020/home/10172934,BRIGHT MLS,DCDC364204,N,Y,38.858257,-76.970377
MLS Listing,,Condo/Co-op,4100 W St NW #515,Washington,DC,20007,289900,1,1.0,GLOVER PARK,740,783,1950,65,392,638,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/4100-W-St-NW-20007/unit-515/home/10174090,BRIGHT MLS,DCDC364176,N,Y,38.9190428,-77.0797952
MLS Listing,,Single Family Residential,5600 Western Ave,Chevy Chase,MD,20815,1625000,5,4.5,CHEVY CHASE SEC 1,3274,9450,1928,67,496,,Active,,,http://www.redfin.com/MD/Chevy-Chase/5600-Western-Ave-20815/home/10640590,BRIGHT MLS,MDMC487982,N,Y,38.96533,-77.080509
MLS Listing,,Single Family Residential,3130 Alabama Ave SE,Washington,DC,20020,579900,4,2.0,HILL CREST,1914,6928,1933,81,303,,Active,,,http://www.redfin.com/DC/Washington/3130-Alabama-Ave-SE-20020/home/10151974,BRIGHT MLS,DCDC310070,N,Y,38.8619162,-76.9617631
MLS Listing,,Condo/Co-op,1018 Capitol St NE #3,Washington,DC,20003,775000,3,2.5,CAPITOL HILL,2300,,1901,163,337,570,Active,,,http://www.redfin.com/DC/Washington/1018-E-Capitol-St-NE-20003/unit-3/home/9906974,BRIGHT MLS,1009993428,N,Y,38.8900855,-76.9920089
Redfin Data,,Condo/Co-op,2750 14th St NW Apt 301,Washington,DC,20009,645000,3,2.0,Washington,1338,,2006,1,482,,Pre On-Market,,,http://www.redfin.com/DC/Washington/2750-14th-St-NW-20009/unit-301/home/11747949,Coming Soon,29403,N,Y,38.9251983,-77.032706
Redfin Data,,Condo/Co-op,800 4th St SW Unit N-716,Washington,DC,20024,379000,0,1.0,Washington,445,,1959,1,852,,Pre On-Market,,,http://www.redfin.com/DC/Washington/800-4th-St-SW-20024/unit-N716/home/12531793,Coming Soon,30230,N,Y,38.8802737,-77.0167905
Redfin Data,,Condo/Co-op,610 Newton Pl NW Apt 3,Washington,DC,20010,624000,2,2.0,Washington,1215,,,1,514,280,Pre On-Market,,,http://www.redfin.com/DC/Washington/610-Newton-Pl-NW-20010/unit-3/home/53464495,Coming Soon,30207,N,Y,38.9336235,-77.0225347
Redfin Data,,Condo/Co-op,1514 Newton St NW Apt B4,Washington,DC,20010,309000,1,1.0,Washington,520,,1966,2,594,214,Pre On-Market,,,http://www.redfin.com/DC/Washington/1514-Newton-St-NW-20010/unit-B4/home/88205211,Coming Soon,30120,N,Y,38.9327558,-77.0355933
Redfin Data,,Condo/Co-op,300 M St SW Unit N306,Washington,DC,20024,319900,1,1.0,Washington,745,,1967,2,429,,Pre On-Market,,,http://www.redfin.com/DC/Washington/300-M-St-SW-20024/unit-N306/home/9886633,Coming Soon,29976,N,Y,38.8763228,-77.01619
Redfin Data,,Condo/Co-op,1701 Kalorama Rd NW Apt 313,Washington,DC,20009,749000,2,2.0,Washington,1311,,2005,4,571,,Pre On-Market,,,http://www.redfin.com/DC/Washington/1701-Kalorama-Rd-NW-20009/unit-313/home/11744915,Coming Soon,29797,N,Y,38.9216287,-77.0390854
Redfin Data,,Townhouse,1813 N Capitol St NE,Washington,DC,20002,1249000,7,3.5,Washington,3400,1549,1900,7,367,,Pre On-Market,,,http://www.redfin.com/DC/Washington/1813-N-Capitol-St-NE-20002/home/10072478,Coming Soon,29319,N,Y,38.9144663,-77.008709
Redfin Data,,Condo/Co-op,1801 Wyoming Ave NW Apt 43,Washington,DC,20009,589000,2,2.0,Washington,817,,1910,8,721,,Pre On-Market,,,http://www.redfin.com/DC/Washington/1801-Wyoming-Ave-NW-20009/unit-43/home/45505176,Coming Soon,29478,N,Y,38.9190222,-77.0419204
Redfin Data,,Condo/Co-op,1932 Calvert St NW Apt 1,Washington,DC,20009,479000,1,1.5,Washington,768,,1900,12,624,,Pre On-Market,,,http://www.redfin.com/DC/Washington/1932-Calvert-St-NW-20009/unit-1/home/10001984,Coming Soon,28964,N,Y,38.9229585,-77.0459292
Redfin Data,,Townhouse,1503 Gallatin St NE,Washington,DC,20017,625000,4,2.5,Washington,2285,3280,1980,15,274,,Pre On-Market,,,http://www.redfin.com/DC/Washington/1503-Gallatin-St-NE-20017/home/10092834,Coming Soon,27994,N,Y,38.9504606,-76.9840852
Redfin Data,,Single Family Residential,4538 Alabama Ave SE,Washington,DC,20019,424000,3,2.5,Washington,1162,5911,1950,16,365,,Pre On-Market,,,http://www.redfin.com/DC/Washington/4538-Alabama-Ave-SE-20019/home/10139437,Coming Soon,28816,N,Y,38.8778823,-76.9383677
Redfin Data,,Condo/Co-op,1250 4th St SW Unit W201,Washington,DC,20024,399000,2,1.0,Washington,890,,1967,16,448,834,Pre On-Market,,,http://www.redfin.com/DC/Washington/1250-4th-St-SW-20024/unit-W201/home/9885989,Coming Soon,28533,N,Y,38.8754566,-77.0173724
Redfin Data,,Condo/Co-op,2141 P St NW Apt 307,Washington,DC,20037,624000,2,2.0,Washington,982,,1980,19,635,,Pre On-Market,,,http://www.redfin.com/DC/Washington/2141-P-St-NW-20037/unit-307/home/9050735,Coming Soon,28516,N,Y,38.9097771,-77.047516
MLS Listing,,Townhouse,1057 Paper Mill Ct NW #1057,Washington,DC,20007,699900,2,1.5,GEORGETOWN,950,546,1900,1,737,540,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1057-Paper-Mill-Ct-20007/unit-1057/home/9923207,BRIGHT MLS,DCDC421078,N,Y,38.9037685,-77.064742
MLS Listing,,Townhouse,4821 Illinoise NW,Washington,DC,20011,525000,3,1.0,PETWORTH,1320,1700,1925,1,398,,Active,,,http://www.redfin.com/DC/Washington/4821-Illinois-Ave-NW-20011/home/10051520,BRIGHT MLS,DCDC421092,N,Y,38.94906,-77.022569
MLS Listing,,Townhouse,1821 Kalorama Rd NW,Washington,DC,20009,1895000,8,4.5,KALORAMA,5129,2059,1900,1,369,,Active,April-6-2019 02:00 PM,April-6-2019 05:00 PM,http://www.redfin.com/DC/Washington/1821-Kalorama-Rd-NW-20009/home/10003124,BRIGHT MLS,DCDC421148,N,Y,38.9198458,-77.0425822
MLS Listing,,Condo/Co-op,625 Park Rd NW #301,Washington,DC,20010,899000,2,2.5,COLUMBIA HEIGHTS,1250,,2019,1,719,299,Active,April-7-2019 11:00 AM,April-7-2019 03:00 PM,http://www.redfin.com/DC/Washington/625-Park-Rd-NW-20010/unit-301/home/161221398,BRIGHT MLS,DCDC421142,N,Y,38.933169,-77.022845
MLS Listing,,Single Family Residential,7053 Western Ave NW,Washington,DC,20015,1295000,5,4.5,HAWTHORNE,3440,6651,1951,1,376,,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/7053-Western-Ave-20015/home/9996719,BRIGHT MLS,DCDC420136,N,Y,38.9811762,-77.0592122
MLS Listing,,Condo/Co-op,915 E St NW #316,Washington,DC,20004,505000,1,1.0,PENN QUARTER,801,,2000,1,630,552,Active,,,http://www.redfin.com/DC/Washington/915-E-St-NW-20004/unit-316/home/21647015,BRIGHT MLS,DCDC421132,N,Y,38.8962671,-77.0242485
MLS Listing,,Condo/Co-op,625 Park Rd NW #101,Washington,DC,20010,669000,2,2.5,COLUMBIA HEIGHTS,1045,,2019,1,640,279,Active,April-7-2019 11:00 AM,April-7-2019 03:00 PM,http://www.redfin.com/DC/Washington/625-Park-Rd-NW-20010/unit-101/home/160606188,BRIGHT MLS,DCDC421116,N,Y,38.933169,-77.022845
MLS Listing,,Condo/Co-op,1955 Calvert St NW #1955,Washington,DC,20009,474900,1,1.0,MOUNT PLEASANT,784,465,1979,1,606,365,Active,April-7-2019 03:00 PM,April-7-2019 05:00 PM,http://www.redfin.com/DC/Washington/1955-Calvert-St-NW-20009/unit-1955/home/10002200,BRIGHT MLS,DCDC421114,N,Y,38.9234235,-77.0472706
MLS Listing,,Townhouse,5307 Jay St NE,Washington,DC,20019,169000,3,1.0,DEANWOOD,1404,2500,1970,1,120,,Active,,,http://www.redfin.com/DC/Washington/5307-Jay-St-NE-20019/home/10128812,BRIGHT MLS,DCDC421104,N,Y,38.901387,-76.924078
MLS Listing,,Vacant Land,2638 Douglas Pl SE,Washington,DC,20020,299900,,,BARRY FARMS,,9331,,1,,,Active,,,http://www.redfin.com/DC/Washington/2638-Douglass-Pl-SE-20020/home/10329564,BRIGHT MLS,DCDC421106,N,Y,38.8562862,-76.9903738
MLS Listing,,Multi-Family (2-4 Unit),2926-2928 K St SE,Washington,DC,20019,800000,,,HILL CREST,4132,3835,1951,1,194,,Active,,,http://www.redfin.com/DC/Washington/2926-2928-K-St-SE-20019/home/10142665,BRIGHT MLS,DCDC421094,N,Y,38.878619,-76.96539
MLS Listing,,Vacant Land,Park Pl NW,Washington,DC,20010,239999,,,COLUMBIA HEIGHTS,,2475,,1,,,Active,,,http://www.redfin.com/DC/Washington/Park-Pl-NW-Unknown/home/60463828,BRIGHT MLS,DCDC421102,N,Y,38.9300342,-77.018893
MLS Listing,,Townhouse,5419 5th St NW,Washington,DC,20011,549000,3,3.5,PETWORTH,1200,1600,1925,1,458,,Active,,,http://www.redfin.com/DC/Washington/5419-5th-St-NW-20011/home/10061442,BRIGHT MLS,DCDC421100,N,Y,38.9559267,-77.0196414
MLS Listing,,Townhouse,1500 17th St NW Unit B,Washington,DC,20016,1795000,2,2.5,OLD CITY #2,1610,1140,2018,1,1115,281,Active,April-7-2019 12:00 PM,April-7-2019 02:00 PM,http://www.redfin.com/DC/Washington/1500-17th-St-NW-20036/unit-B/home/161153995,BRIGHT MLS,DCDC421066,N,Y,38.9097965,-77.0382953
MLS Listing,,Condo/Co-op,5112 Macarthur Blvd NW #201,Washington,DC,20016,205000,1,1.0,PALISADES,506,257,1955,1,405,355,Active,,,http://www.redfin.com/DC/Washington/5112-MacArthur-Blvd-NW-20016/unit-201/home/10344277,BRIGHT MLS,DCDC421096,N,Y,38.9252912,-77.1021169
MLS Listing,,Townhouse,3909 Windom Pl NW,Washington,DC,20016,1049900,4,2.0,NORTH CLEVELAND PARK,2260,2250,1911,1,465,,Active,,,http://www.redfin.com/DC/Washington/3909-Windom-Pl-NW-20016/home/9962817,BRIGHT MLS,DCDC402660,N,Y,38.9457164,-77.0776494
MLS Listing,,Condo/Co-op,5112 Macarthur Blvd NW #202,Washington,DC,20016,210000,1,1.0,PALISADES,459,240,1955,1,458,330,Active,,,http://www.redfin.com/DC/Washington/5112-MacArthur-Blvd-NW-20016/unit-202/home/10344279,BRIGHT MLS,DCDC421090,N,Y,38.9252912,-77.1021169
MLS Listing,,Vacant Land,1519 Monroe St NW,Washington,DC,20010,899999,,,COLUMBIA HEIGHTS,,3138,,1,,,Active,,,http://www.redfin.com/DC/Washington/1519-Monroe-St-NW-20010/home/10014443,BRIGHT MLS,DCDC421088,N,Y,38.9324685,-77.0354195
MLS Listing,,Single Family Residential,4511 Cathedral Ave NW,Washington,DC,20016,3495000,7,6.0,WESLEY HEIGHTS,5925,15000,1927,1,590,,Active,,,http://www.redfin.com/DC/Washington/4511-Cathedral-Ave-NW-20016/home/10344355,BRIGHT MLS,DCDC421084,N,Y,38.9305304,-77.0892499
MLS Listing,,Condo/Co-op,1310 Belmont St NW #1,Washington,DC,20009,499900,1,1.0,COLUMBIA HEIGHTS,900,575,1910,1,555,153,Active,April-7-2019 01:00 PM,April-7-2019 03:00 PM,http://www.redfin.com/DC/Washington/1310-Belmont-St-NW-20009/unit-1/home/10349765,BRIGHT MLS,DCDC421060,N,Y,38.9208932,-77.0302792
MLS Listing,,Single Family Residential,3900 Military Rd NW,Washington,DC,20015,1199999,4,3.5,CHEVY CHASE,2428,5564,1937,1,494,,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/3900-Military-Rd-NW-20015/home/9962294,BRIGHT MLS,DCDC421068,N,Y,38.96081,-77.0774246
MLS Listing,,Condo/Co-op,308 18th Pl NE #2,Washington,DC,20002,350000,2,1.0,OLD CITY #1,700,689,1940,1,500,150,Active,,,http://www.redfin.com/DC/Washington/308-18th-Pl-NE-20002/unit-2/home/21643831,BRIGHT MLS,DCDC403132,N,Y,38.8938254,-76.9783581
MLS Listing,,Townhouse,1641 13th St NW Unit A,Washington,DC,20009,1250000,2,2.5,OLD CITY #2,1875,1395,1890,1,667,225,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/1641-13th-St-NW-20009/unit-A/home/28495401,BRIGHT MLS,DCDC420740,N,Y,38.9123539,-77.0293382
MLS Listing,,Condo/Co-op,507 Kennedy St NW #4,Washington,DC,20011,425000,2,1.0,PETWORTH,795,2850,2019,1,535,121,Active,April-7-2019 01:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/507-Kennedy-St-NW-20011/unit-4/home/161124434,BRIGHT MLS,DCDC421058,N,Y,38.9565926,-77.0202605
MLS Listing,,Townhouse,5710 4th St NW,Washington,DC,20011,575000,4,2.0,BRIGHTWOOD,1975,3119,1930,1,291,,Active,,,http://www.redfin.com/DC/Washington/5710-4th-St-NW-20011/home/10061836,BRIGHT MLS,DCDC421054,N,Y,38.9592566,-77.0183255
MLS Listing,,Single Family Residential,4920 Sheriff Rd NE,Washington,DC,20019,475000,4,3.5,DEANWOOD,2400,4350,2019,1,198,,Active,April-7-2019 01:00 PM,April-7-2019 03:00 PM,http://www.redfin.com/DC/Washington/4920-Sheriff-Rd-NE-20019/home/113723648,BRIGHT MLS,DCDC420500,N,Y,38.9036069,-76.9305233
MLS Listing,,Condo/Co-op,700 New Hampshire Ave NW #415,Washington,DC,20037,649000,1,1.0,WATERGATE,932,,1971,1,696,1463,Active,,,http://www.redfin.com/DC/Washington/700-New-Hampshire-Ave-NW-20037/unit-415/home/109051557,BRIGHT MLS,DCDC418102,N,Y,38.898388,-77.055383
MLS Listing,,Townhouse,259 56th St NE,Washington,DC,20019,349000,2,1.5,DEANWOOD,963,2383,1944,1,362,,Active,April-7-2019 02:00 PM,April-7-2019 04:00 PM,http://www.redfin.com/DC/Washington/259-56th-St-NE-20019/home/10130884,BRIGHT MLS,DCDC421062,N,Y,38.8925827,-76.9211475
MLS Listing,,Condo/Co-op,2252 Washington Ave Unit W-103,Silver Spring,MD,20910,219500,1,1.0,ROCK CREEK GARDENS,712,,1948,1,308,345,Active,,,http://www.redfin.com/MD/Silver-Spring/2252-Washington-Ave-20910/unit-W-103/home/143387426,BRIGHT MLS,MDMC650318,N,Y,38.9922686,-77.0478883
